WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH
CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",05/23/2025 22:10,FAILING TO YIELD RIGHT-OF-WAY,IMPROPER OVERTAKING/PASSING,3658,W,ADDISON ST,1732,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,6,5,2,0,21,6,5
CLEAR,DARKNESS,OTHER OBJECT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",08/14/2024 4:35,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7212,S,HALSTED ST,733,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,4,4,8,1,0,4,4,8
CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",09/07/2024 22:45,IMPROPER TURNING/NO SIGNAL,IMPROPER LANE USAGE,100,W,MADISON ST,122,,,,,,,2,"REPORTED, NOT EVIDENT",2,0,0,0,2,1,0,22,7,9,1,0,22,7,9
CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",09/07/2024 22:50,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,440,N,HALSTED ST,1214,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,7,9,2,0,21,7,9
CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",09/08/2024 0:30,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1200,W,63RD ST,713,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,7,9,2,0,23,7,9
CLEAR,DAYLIGHT,HEAD ON,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",03/16/2025 18:41,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,419,S,CENTRAL PARK AVE,1133,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,18,1,3,1,0,18,1,3
CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",08/27/2023 20:05,NOT APPLICABLE,NOT APPLICABLE,43,N,HOMAN BLVD,1123,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,1,8,2,0,19,1,8
CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,UNKNOWN INTERSECTION TYPE,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",03/02/2024 20:50,UNABLE TO DETERMINE,NOT APPLICABLE,1000,N,HERMITAGE AVE,1213,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,20,7,3,1,0,20,7,3
FREEZING RAIN/DRIZZLE,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",02/08/2025 18:48,DISREGARDING TRAFFIC SIGNALS,WEATHER,3500,S,WESTERN BLVD,911,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,3,0,18,7,2,3,0,18,7,2
UNKNOWN,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",04/05/2025 18:30,UNABLE TO DETERMINE,NOT APPLICABLE,2585,N,ELSTON AVE,1432,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,7,4,2,0,17,7,4
CLEAR,DAYLIGHT,FIXED OBJECT,DRIVEWAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,08/14/2024 11:25,IMPROPER BACKING,NOT APPLICABLE,3948,N,MOBILE AVE,1633,,,,,,,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,7,4,8,1,0,7,4,8
CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",09/07/2024 8:24,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,5600,W,BELMONT AVE,1633,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,7,9,2,0,8,7,9
CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",10/05/2024 17:00,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,360,W,WACKER DR,122,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,7,10,2,0,14,7,10
RAIN,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,Y,"OVER $1,500",11/04/2024 21:50,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,900,N,RIDGEWAY AVE,1112,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,2,11,2,0,19,2,11
SNOW,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,03/16/2025 12:37,IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,3198,N,BROADWAY,1934,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,12,1,3,3,0,12,1,3
CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",05/23/2025 15:00,DISREGARDING STOP SIGN,FAILING TO YIELD RIGHT-OF-WAY,4700,S,PAULINA ST,931,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,6,5,2,0,14,6,5
CLEAR,DAYLIGHT,TURNING,NOT REPORTED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",05/23/2025 11:18,DISREGARDING STOP SIGN,FAILING TO YIELD RIGHT-OF-WAY,98,E,HURON ST,1834,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,6,5,2,0,11,6,5
CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",02/08/2025 2:20,UNABLE TO DETERMINE,UNABLE TO DETERMINE,12000,S,HALSTED ST,524,Y,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,1,7,2,1,0,1,7,2
CLEAR,DARKNESS,REAR END,T-INTERSECTION,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",01/07/2025 19:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,5223,N,CLARK ST,2013,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,3,1,2,0,16,3,1
CLEAR,DAYLIGHT,ANGLE,T-INTERSECTION,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",08/14/2024 17:55,FAILING TO YIELD RIGHT-OF-WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,7229,W,ADDISON ST,1631,,,,,,,5,NO INDICATION OF INJURY,0,0,0,0,0,5,0,17,4,8,5,0,17,4,8
CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",08/22/2023 9:57,IMPROPER OVERTAKING/PASSING,IMPROPER TURNING/NO SIGNAL,259,E,ERIE ST,1834,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,3,8,2,0,9,3,8
CLEAR,DAWN,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",08/29/2025 23:17,UNABLE TO DETERMINE,NOT APPLICABLE,3158,W,HARRISON ST,1134,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,6,8,2,0,23,6,8
CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,$500 OR LESS,12/04/2024 16:44,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,3537,E,106TH ST,432,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,4,12,2,0,16,4,12
CLEAR,DAYLIGHT,REAR END,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",05/23/2025 17:13,IMPROPER BACKING,UNABLE TO DETERMINE,2656,N,ELSTON AVE,1432,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,6,5,2,0,16,6,5
CLEAR,DUSK,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",05/23/2025 19:06,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,4100,N,PULASKI RD,1722,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,19,6,5,3,0,19,6,5
CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",02/08/2025 6:02,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1098,W,71ST ST,733,,,,,,,1,INCAPACITATING INJURY,1,0,1,0,0,0,0,6,7,2,0,0,6,7,2
CLEAR,DAWN,TURNING,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,OTHER,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",08/14/2024 13:05,DRIVING ON WRONG SIDE/WRONG WAY,UNABLE TO DETERMINE,8700,S,HOLLAND RD,634,,,,Y,MAINTENANCE,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,5,4,8,2,0,5,4,8
CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",08/14/2024 0:54,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,800,E,MARQUETTE RD,321,,,,,,,2,INCAPACITATING INJURY,4,0,1,1,2,0,0,0,4,8,0,0,0,4,8
CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",12/04/2024 8:03,FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,3921,W,GRAND AVE,2535,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,2,0,7,4,12,2,0,7,4,12
CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",04/05/2025 22:23,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,500,W,GARFIELD BLVD,935,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,20,7,4,1,0,20,7,4
CLEAR,DAYLIGHT,REAR END,ONE-WAY,,STRAIGHT AND LEVEL,DRY,WORN SURFACE,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",08/14/2024 16:06,NOT APPLICABLE,NOT APPLICABLE,3032,S,WENTWORTH AVE,914,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,4,8,2,0,15,4,8
CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",12/04/2024 17:00,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,3604,N,AUSTIN AVE,1633,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,4,12,2,0,16,4,12
CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",12/04/2024 17:50,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,2635,E,75TH ST,421,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,17,4,12,1,0,17,4,12
CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",09/07/2024 18:10,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),NOT APPLICABLE,4530,S,MC DOWELL AVE,924,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,0,0,18,7,9,0,0,18,7,9
CLEAR,DUSK,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",09/08/2024 11:40,UNABLE TO DETERMINE,NOT APPLICABLE,7923,S,HALSTED ST,621,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,23,7,9,1,0,23,7,9
UNKNOWN,UNKNOWN,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",09/08/2024 13:25,UNABLE TO DETERMINE,UNABLE TO DETERMINE,350,S,CICERO AVE,1533,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,6,0,22,7,9,6,0,22,7,9
RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ALLEY,,STRAIGHT AND LEVEL,WET,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",03/16/2025 3:53,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,323,N,AUSTIN BLVD,1512,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,3,1,3,1,0,3,1,3
UNKNOWN,UNKNOWN,REAR END,ONE-WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",03/16/2025 16:10,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4530,W,DIVISION ST,2533,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,1,3,2,0,13,1,3
RAIN,"DARKNESS, LIGHTED ROAD",SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",03/16/2025 3:48,UNABLE TO DETERMINE,UNABLE TO DETERMINE,816,N,LARAMIE AVE,1524,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,3,1,3,3,0,3,1,3
CLOUDY/OVERCAST,DAYLIGHT,ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",03/16/2025 14:39,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,4746,N,CENTRAL PARK AVE,1723,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,1,3,2,0,14,1,3
SNOW,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",03/16/2025 11:06,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7138,N,SHERIDAN RD,2423,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,1,3,2,0,11,1,3
CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,N,,,"OVER $1,500",08/14/2024 19:40,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,4636,S,CICERO AVE,814,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,4,8,2,0,18,4,8
CLEAR,DAYLIGHT,REAR TO FRONT,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",08/16/2024 10:50,NOT APPLICABLE,NOT APPLICABLE,3742,W,CONGRESS PKWY,1133,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,4,8,2,0,18,4,8
CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",08/14/2024 18:30,UNABLE TO DETERMINE,NOT APPLICABLE,3956,N,PULASKI RD,1732,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,4,8,2,0,17,4,8
CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",12/04/2024 15:30,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,4301,S,PULASKI RD,821,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,2,0,15,4,12,2,0,15,4,12
UNKNOWN,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",03/16/2025 2:30,IMPROPER OVERTAKING/PASSING,NOT APPLICABLE,7059,S,ASHLAND AVE,734,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,2,1,3,3,0,2,1,3
CLOUDY/OVERCAST,DAYLIGHT,REAR TO SIDE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",12/04/2024 16:14,IMPROPER BACKING,UNABLE TO DETERMINE,725,S,SEELEY AVE,1225,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,16,4,12,3,0,16,4,12
CLEAR,DUSK,FIXED OBJECT,FOUR WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"OVER $1,500",09/07/2024 0:30,UNABLE TO DETERMINE,UNABLE TO DETERMINE,235,E,79TH ST,623,,,,,,,1,NONINCAPACITATING INJURY,1,0,0,1,0,0,0,0,7,9,0,0,0,7,9
CLEAR,DAYLIGHT,TURNING,T-INTERSECTION,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",01/07/2025 12:26,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,9400,S,ASHLAND AVE,2221,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,12,3,1,1,0,12,3,1
FREEZING RAIN/DRIZZLE,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,ICE,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,,$500 OR LESS,01/07/2025 2:24,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6945,N,OVERHILL AVE,1611,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,2,3,1,1,0,2,3,1
CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",08/14/2024 11:16,FOLLOWING TOO CLOSELY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,6100,N,SHERIDAN RD,2433,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,4,8,2,0,9,4,8
UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,Y,"OVER $1,500",12/05/2024 9:11,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2320,E,93RD ST,413,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,22,4,12,1,0,22,4,12
CLOUDY/OVERCAST,DAYLIGHT,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",03/16/2025 19:20,UNABLE TO DETERMINE,UNABLE TO DETERMINE,230,W,KINZIE ST,1831,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,1,3,2,0,14,1,3
RAIN,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,,STRAIGHT AND LEVEL,WET,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",03/16/2025 0:18,DISREGARDING TRAFFIC SIGNALS,NOT APPLICABLE,6700,S,STONY ISLAND AVE,332,,,,,,,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,0,1,3,3,0,0,1,3
CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,,"CURVE, LEVEL",DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",05/23/2025 15:44,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",NOT APPLICABLE,12700,S,INDIANA AVE,532,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,6,5,2,0,15,6,5
CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",03/16/2025 17:21,UNABLE TO DETERMINE,UNABLE TO DETERMINE,710,E,105TH ST,512,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,17,1,3,1,0,17,1,3
CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",08/28/2024 7:28,FAILING TO YIELD RIGHT-OF-WAY,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",1600,W,87TH ST,614,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,5,4,8,1,0,5,4,8
CLEAR,DAYLIGHT,TURNING,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,,NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",08/28/2024 18:10,UNABLE TO DETERMINE,NOT APPLICABLE,4801,W,PETERSON AVE,1621,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,4,8,2,0,7,4,8
CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",12/04/2024 13:38,IMPROPER LANE USAGE,IMPROPER OVERTAKING/PASSING,300,W,WASHINGTON ST,122,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,4,12,2,0,12,4,12
